来源平台,店铺,商品标题,价格,评论人,评价星级,评价内容,评论时间,商品属性,商品ID,点赞/有用数,追评内容,追评时间,好评度,评价关键词,评论类型
京东,巴拉巴拉品牌官方旗舰店,巴拉巴拉儿童防晒衣轻薄透气防紫外线户外亲子外套,80,何**琪,4星,中规中矩的一次购物，没什么太大的惊喜但也没有明显的问题，几十块钱的东西也不能要求太多。,2026/5/3,颜色:白色;尺码:110cm,920883916351,33.0,穿了快一个月了孩子天天要穿这件说最舒服，洗了不知道多少次了还是好好的。,2026/6/22,中评,"做工精致,穿着舒适,纯棉柔软",默认评价
京东,安踏旗舰店,安踏C37 4.0男鞋软底缓震运动鞋2026夏季新款网面透气跑步鞋,427,6***b,5星,鞋底软硬适中不会太软没了支撑也不会太硬硌脚，踩下去弹性反馈很及时走长路脚也不酸。,2025/8/10,颜色:灰蓝;尺码:43,347939066019,34.0,穿了半个月来追评鞋底踩开了穿起来比刚到手的时候还要舒服。,2025/9/22,好评,"缓震好,尺码标准,百搭",追加评论
京东,雅鹿官方旗舰店,雅鹿枕头记忆棉慢回弹护颈椎助睡眠单人枕芯,148,p***a,5星,羽绒服虽然是短款的但是充绒量很足，袖子和领口都有收口设计防风效果很好适合北方的初冬。,2025/11/1,颜色:卡其;尺码:L,284286945077,,,,好评,"保暖好,不掉色,做工精细",追加评论
京东,COACH蔻驰官方旗舰店,COACH蔻驰手表女经典小绿表石英机芯防水时尚女士腕表,1414,p***e,5星,表带的五金扣光亮有质感，戴了快一个月也没有出现掉色的情况，整体做工对得起价格。,2026/6/18,颜色:粉表盘+银色表带,308982634954,,,,好评,"正品,包装精美,做工精致",有图评价
京东,安踏旗舰店,安踏水花6代篮球鞋男夏季透气低帮实战球鞋防滑耐磨,337,k***l,4星,后跟的中底科技确实有效果特意跑了一次长距离，膝盖和脚踝的压力明显比之前穿的鞋要小很多。,2025/11/1,颜色:黑白;尺码:42,222868079062,,,,好评,"尺码标准,百搭,防滑耐磨",默认评价
京东,海澜之家旗舰店,海澜之家皮带头层牛皮男士自动扣休闲百搭腰带,195,m***k,4星,皮带的扣头打磨得很光滑系在腰上很舒服不会硌，皮子厚度也够韧性好不会轻易变形。,2025/9/28,颜色:棕色;长度:115cm,753423772819,,,,好评,"百搭,正品,扣头精致",默认评价
京东,安踏旗舰店,安踏儿童运动鞋2026新款透气网面轻便跑步鞋中小童,298,8***b,4星,鞋帮的高度比我想象中要矮一点脚踝的保护感没有到位的程度，习惯穿高帮的人可能会觉得不够。,2025/12/17,颜色:灰蓝;尺码:43,778676875715,33.0,,,中评,"缓震好,舒适透气,尺码标准",有图评价
京东,雅鹿官方旗舰店,雅鹿四件套纯棉100%全棉床上用品床单被套被罩,224,h***i,2星,枕芯下水洗了一次以后蓬松度直接减了一半还要多，现在枕上去完全是扁的感觉跟没枕东西一样。,2026/1/30,颜色:酒红;尺码:M,483245134015,,,,差评,"不掉色,保暖好,面料好",默认评价
京东,FILA旗舰店,FILA斐乐圆领短袖T恤男女同款宽松纯棉刺绣logo上衣,214,p***d,4星,尺码跟描述是准的但版型偏宽松了一些，偏瘦的人穿着有点晃，胖一点的人穿着应该刚好。,2025/10/19,颜色:黑色;尺码:XL,125474275792,,,,中评,"面料舒适,百搭好穿,做工好",默认评价
京东,adidas官方旗舰店,adidas阿迪达斯NMD_R1经典男女情侣款休闲运动鞋,597,匿名买家,4星,去年买过一双穿了一年多鞋底磨得差不多了这次趁着活动赶紧又囤了一双，品质和去年一样好。,2026/2/16,颜色:纯白;尺码:40,530018747104,,,,好评,"尺码标准,舒适透气,缓震好",有图评价
京东,FILA旗舰店,FILA斐乐运动短裤女2026夏季新款轻薄透气宽松休闲五分裤,292,匿名买家,4星,料子很厚实但穿在身上不显得臃肿剪裁合身，活动起来灵活自如不受限制。,2025/8/25,颜色:白色;尺码:L,362306549828,16.0,,,好评,"做工好,显气质,百搭好穿",有图评价
京东,adidas官方旗舰店,adidas阿迪达斯三叶草SUPERSTAR金标贝壳头经典运动鞋男女,825,9**1,5星,去年买过一双穿了一年多鞋底磨得差不多了这次趁着活动赶紧又囤了一双，品质和去年一样好。,2025/10/8,颜色:深黑;尺码:41,285913105659,15.0,,,好评,"百搭,缓震好,尺码标准",默认评价
京东,adidas官方旗舰店,adidas阿迪达斯运动短袖T恤男夏季新款速干透气跑步上衣,132,5***w,5星,在店里看过同款的要贵一百多块钱，网上下单隔天就到了，衣服质量和专柜的一样好，棉料非常亲肤柔软。,2026/5/24,颜色:卡其;尺码:L,699305524905,19.0,,,好评,"百搭好穿,面料舒适,做工好",追加评论
京东,安踏旗舰店,安踏运动长裤男夏季薄款透气速干束脚卫裤,178,4**7,5星,这家的版型很好不会袖子特别长身子又短，穿上去很精神利落。,2026/2/5,颜色:灰色;尺码:M,592145202536,,,,好评,"显气质,纯棉透气,百搭好穿",有图评价
京东,史努比官方旗舰店,史努比保温杯316不锈钢男女款大容量便携水杯,117,2***j,4星,杯子外观没问题但杯盖的塑料质感稍微差了一点和不锈钢杯体不太匹配。,2025/7/19,颜色:白色;容量:500ml,405053972506,43.0,,,中评,"密封好不漏水,容量大,颜值高",默认评价
京东,史努比官方旗舰店,史努比保温杯316不锈钢男女款大容量便携水杯,99,2**2,1星,杯盖的密封圈用了一周就变形了现在盖不紧会漏水，放在包里把书都弄湿了。,2026/1/11,颜色:白色;容量:500ml,809262261094,5.0,,,差评,"密封好不漏水,保温效果好,颜值高",有图评价
京东,海澜之家旗舰店,海澜之家短袖T恤男2026夏季新款纯棉免烫商务休闲翻领polo衫,168,l***g,4星,趁着活动买的比平时便宜了好几十块钱，质量一点没打折扣，棉质手感非常柔软细腻。,2026/1/31,颜色:藏蓝;尺码:XXL,311190080150,,穿了好几次了来追评一下洗过以后没怎么掉色，这个质量对得起价格。,2026/3/3,好评,"纯棉透气,显气质,百搭好穿",默认评价
京东,史努比官方旗舰店,史努比睡衣男女同款纯棉长袖春秋家居服套装,184,z***p,4星,手感真的很好摸起来软软的但又不会松松垮垮，洗了两次版型还是一样挺括。,2025/7/12,颜色:黑色;尺码:XL,646821199607,,,,好评,"百搭好穿,显气质,做工好",默认评价
京东,安踏旗舰店,安踏C37 4.0男鞋软底缓震运动鞋2026夏季新款网面透气跑步鞋,351,x***b,3星,上脚的样式是可以的就是鞋垫感觉偏薄了一些，我自己又去配了一副厚鞋垫换上以后才觉得舒服多了。,2025/7/28,颜色:灰蓝;尺码:43,836354236856,,,,中评,"缓震好,百搭,防滑耐磨",有图评价
京东,巴拉巴拉品牌官方旗舰店,巴拉巴拉女童防晒帽夏季遮阳帽UV防护儿童渔夫帽,45,3***o,5星,在店里看过同款的要贵一百多块钱，网上下单隔天就到了，衣服质量和专柜的一样好，棉料非常亲肤柔软。,2026/4/20,颜色:藏蓝;尺码:XXL,981405184691,,,,好评,"百搭好穿,做工好,纯棉透气",默认评价
京东,史努比官方旗舰店,史努比联名T恤男女同款夏季纯棉短袖动漫印花上衣,124,匿名买家,5星,在店里看过同款的要贵一百多块钱，网上下单隔天就到了，衣服质量和专柜的一样好，棉料非常亲肤柔软。,2025/8/28,颜色:藏蓝;尺码:XXL,923228549761,,,,好评,"百搭好穿,显气质,面料舒适",默认评价
京东,李宁旗舰店,李宁韦德之道全城12代篮球鞋男专业比赛实战战靴,738,8***u,4星,鞋面编织工艺看起来很高级不是那种廉价网面的感觉，整体的质感和专柜试穿时一模一样。,2025/12/31,颜色:纯白;尺码:40,279264298911,22.0,,,好评,"尺码标准,缓震好,百搭",默认评价
京东,FILA旗舰店,FILA斐乐圆领短袖T恤男女同款宽松纯棉刺绣logo上衣,341,1**1,5星,料子很厚实但穿在身上不显得臃肿剪裁合身，活动起来灵活自如不受限制。,2026/1/18,颜色:卡其;尺码:L,134648931164,,,,好评,"面料舒适,纯棉透气,做工好",默认评价
京东,巴拉巴拉品牌官方旗舰店,巴拉巴拉儿童防晒衣轻薄透气防紫外线户外亲子外套,99,d***m,5星,女儿穿上高兴得在客厅转了好几圈，说她是班里最好看的小朋友，料子很软很亲肤，孩子皮肤嫩完全没问题。,2026/1/4,颜色:蓝色;尺码:130cm,859279244637,5.0,,,好评,"纯棉柔软,A类面料,做工精致",默认评价
京东,雅鹿官方旗舰店,雅鹿羽绒服男短款2026冬季新款轻薄保暖连帽白鸭绒外套,206,6**3,3星,枕头的软硬度对我来说偏软了习惯睡硬枕的人可能会不太适应，不过回弹速度确实慢支撑感还是有的。,2025/10/4,颜色:灰色;尺码:XXL,593246506699,46.0,,,中评,"性价比高,做工精细,不掉色",默认评价
京东,安踏旗舰店,安踏运动长裤男夏季薄款透气速干束脚卫裤,157,匿名买家,5星,洗过好几次了也没有变形，颜色还是很鲜艳没有泛白的迹象，质量确实过硬。,2025/8/31,颜色:黑色;尺码:XL,186281303154,38.0,,,好评,"百搭好穿,纯棉透气,面料舒适",有图评价
京东,FILA旗舰店,FILA斐乐运动背包男女大容量双肩包高中学生旅行书包,395,匿名买家,5星,包装非常精致每一层都包得很用心还有品牌专属的防尘袋和礼盒，送给女朋友她拆开的时候特别开心。,2026/3/3,颜色:黑色,375819011454,,,,好评,"正品,百搭好看,五金精致",默认评价
京东,中国黄金旗舰店,中国黄金5G黄金吊坠女款幸运四叶草999足金项链吊坠,1736,匿名买家,3星,克重是够的验过了没有问题但是尺寸比标注的稍微小了一点，手指偏粗的可能会觉得有点紧。,2025/7/7,重量:约5g;材质:足金999,392141650693,40.0,戴了快一个月没有变色洗澡的时候也没摘下来过完全没问题。,2025/7/16,中评,"有证书,克重足,足金999",追加评论
京东,雅鹿官方旗舰店,雅鹿大豆纤维被冬被加厚保暖被芯双人春秋被子,320,马**文,3星,枕头的软硬度对我来说偏软了习惯睡硬枕的人可能会不太适应，不过回弹速度确实慢支撑感还是有的。,2025/12/4,颜色:灰色;尺码:XXL,375908795725,3.0,,,中评,"做工精细,不掉色,性价比高",默认评价
京东,史努比官方旗舰店,史努比联名款卫衣男女同款2026春秋新款宽松加绒圆领套头衫,148,n***s,4星,料子很厚实但穿在身上不显得臃肿剪裁合身，活动起来灵活自如不受限制。,2025/10/1,颜色:藏蓝;尺码:XXL,641537249995,59.0,,,好评,"百搭好穿,显气质,纯棉透气",默认评价
京东,FILA旗舰店,FILA斐乐渔夫帽男女夏季遮阳帽户外百搭防晒太阳帽,271,8***z,4星,款式很时尚跟广告图里一模一样，朋友看了都问我在哪买的。,2026/5/14,颜色:卡其;尺码:L,989810282201,,,,好评,"百搭好穿,显气质,面料舒适",有图评价
京东,COACH蔻驰官方旗舰店,COACH蔻驰皮带男士头层牛皮商务休闲自动扣腰带,739,m***v,4星,皮带的皮质非常有光泽而且手感厚实，扣头做工精细，搭配西裤和休闲裤都很好看。,2026/4/17,颜色:黑色;长度:110cm,962037945284,,,,好评,"正品,扣头精致,百搭",追加评论
京东,巴拉巴拉品牌官方旗舰店,巴拉巴拉女童连衣裙2026夏装新款韩版碎花公主裙,102,s***z,5星,做工细致针脚密实，孩子穿了快一个月了天天要穿这件，洗了不知道多少次还是好好的。,2026/5/9,颜色:绿色;尺码:140cm,478857944892,12.0,,,好评,"纯棉柔软,做工精致,穿着舒适",追加评论
京东,COACH蔻驰官方旗舰店,COACH蔻驰女士钱包经典老花长款三折钱包零钱包,726,匿名买家,4星,送老公的生日礼物他特别喜欢，说之前那个旧钱包终于可以退休了，皮子手感很舒服。,2026/5/22,颜色:酒红色,499001667685,50.0,,,好评,"手感好,做工细致,正品",追加评论
京东,雅鹿官方旗舰店,雅鹿羽绒服男短款2026冬季新款轻薄保暖连帽白鸭绒外套,264,刘**龙,4星,羽绒裤穿上去的第一感觉就是轻活动起来完全没有负重感，现在早晚遛弯穿着腿不冷了。,2025/8/21,颜色:卡其;尺码:L,155530607832,,,,好评,"不掉色,面料好,性价比高",有图评价
京东,安踏旗舰店,安踏运动长裤男夏季薄款透气速干束脚卫裤,130,匿名买家,4星,这件衣服走线非常工整，里外都翻了一遍没有找到任何多余的线头，品控很有水准。,2026/5/2,颜色:卡其;尺码:L,426236464038,47.0,,,好评,"显气质,纯棉透气,百搭好穿",默认评价
京东,中国黄金旗舰店,中国黄金足金黄金耳钉女款小巧精致花朵造型金耳饰,1070,4***v,5星,戒指活口的设计很人性化可以根据手指粗细自由调节松紧度，戴上去贴合舒适不会晃动。,2026/4/29,重量:约3g;材质:5G黄金,777038243609,18.0,,,好评,"做工精致,克重足,足金999",有图评价
京东,adidas官方旗舰店,adidas阿迪达斯速干运动短裤男夏季透气宽松健身五分裤,215,b***b,5星,回购了好几件了家里大人小孩都穿这个牌子，品质一向稳定。,2026/1/20,颜色:黑色;尺码:XL,748421695988,,,,好评,"百搭好穿,做工好,面料舒适",默认评价
京东,海澜之家旗舰店,海澜之家休闲长裤男2026夏季薄款免烫直筒修身西裤,231,罗**悦,4星,料子很厚实但穿在身上不显得臃肿剪裁合身，活动起来灵活自如不受限制。,2025/9/29,颜色:卡其;尺码:L,588825493996,,,,好评,"百搭好穿,纯棉透气,面料舒适",默认评价
京东,adidas官方旗舰店,adidas阿迪达斯运动短袖T恤男夏季新款速干透气跑步上衣,208,0**7,4星,款式设计还不错但领口的标签有点扎，我把标签拆掉以后就好多了。,2025/9/1,颜色:黑色;尺码:XL,803789201342,4.0,,,中评,"显气质,面料舒适,做工好",默认评价
京东,雅鹿官方旗舰店,雅鹿大豆纤维被冬被加厚保暖被芯双人春秋被子,206,5**3,5星,枕头的支撑感做得非常到位，不是那种一躺就塌到底的软枕，睡起来脖子和肩膀都很放松。,2026/6/13,颜色:卡其;尺码:L,620191629134,,,,好评,"做工精细,性价比高,保暖好",有图评价
京东,FILA旗舰店,FILA斐乐圆领短袖T恤男女同款宽松纯棉刺绣logo上衣,348,u***m,5星,手感真的很好摸起来软软的但又不会松松垮垮，洗了两次版型还是一样挺括。,2025/7/19,颜色:黑色;尺码:XL,774181112743,56.0,,,好评,"做工好,纯棉透气,百搭好穿",有图评价
京东,中国黄金旗舰店,中国黄金黄金手链女款竹节链百搭细款足金手饰,2692,郑**雨,2星,做工的毛刺感比较明显有几处打磨得不够好戴着有点刮皮肤，戴了一上午脖子上就有一道红印子了。,2026/7/1,重量:约5g;材质:足金999,287804511318,21.0,,,差评,"有证书,做工精致,克重足",默认评价
京东,adidas官方旗舰店,adidas阿迪达斯4DFWD 2高科技网格结构跑鞋男,1628,匿名买家,5星,这已经是我第三次回购这个系列了穿坏了就买新的，说明我是真的认可这个脚感和质量。,2026/3/20,颜色:白红;尺码:39,740727278429,,,,好评,"舒适透气,百搭,缓震好",默认评价
京东,安踏旗舰店,安踏水花6代篮球鞋男夏季透气低帮实战球鞋防滑耐磨,315,7***e,5星,穿上走了一圈感觉鞋底的回弹是真的好每一步踩下去都有明显的反馈，而且网面在夏天穿完全不闷脚。,2026/6/12,颜色:白红;尺码:39,758950271404,35.0,,,好评,"百搭,舒适透气,防滑耐磨",默认评价
京东,李宁旗舰店,李宁驭帅Evolution低帮篮球鞋男专业实战防滑透气耐磨,546,n***i,3星,两只鞋的鞋面上都有明显的胶水残留痕迹做工粗糙得让人不敢相信这是正品，跟专柜完全不是一个成色。,2026/5/22,颜色:黑白;尺码:42,721524906410,31.0,,,差评,"舒适透气,尺码标准,百搭",默认评价
